,County FIPS,Poverty Percent All Ages,Median Household Income
0,00000,15.8,52250
1,01000,18.9,42882
2,01001,13.5,51868
3,01003,14.2,47539
4,01005,28.2,30981
5,01007,23.1,39781
6,01009,17.2,44392
7,01011,35.2,25937
8,01013,28.8,31041
9,01015,21.4,37898
10,01017,22.5,33883
11,01019,20.1,37478
12,01021,20.3,41348
13,01023,22.4,33581
14,01025,25.4,34593
15,01027,19.6,33344
16,01029,18.9,40407
17,01031,18.5,44666
18,01033,16.3,40032
19,01035,30.5,27196
20,01037,19.9,35175
21,01039,19.2,35187
22,01041,22.2,34105
23,01043,16.4,40142
24,01045,20.1,41805
25,01047,31.3,27524
26,01049,20,36713
27,01051,13.4,51650
28,01053,27.8,33455
29,01055,19.6,38587
30,01057,20.7,35661
31,01059,23.1,33332
32,01061,23.6,35378
33,01063,35,25864
34,01065,25.7,33597
35,01067,18.2,41590
36,01069,18.1,39636
37,01071,16.9,37204
38,01073,18.9,45024
39,01075,23,36475
40,01077,17.1,43586
41,01079,17.4,40713
42,01081,19.8,44647
43,01083,15.9,50148
44,01085,37,29734
45,01087,33.8,29228
46,01089,13.9,58258
47,01091,31.5,33749
48,01093,20.8,34162
49,01095,18.1,38399
50,01097,20.3,42278
51,01099,29.7,32696
52,01101,22.1,44013
53,01103,17.4,44079
54,01105,36.4,25461
55,01107,23.8,32314
56,01109,25.3,35944
57,01111,23.4,35121
58,01113,23.9,35762
59,01115,14,52437
60,01117,8.3,68718
61,01119,38,24504
62,01121,19.8,38505
63,01123,22.2,37747
64,01125,17.2,45959
65,01127,22,37193
66,01129,19.7,41115
67,01131,32.4,23184
68,01133,21.9,33578
69,02000,10.1,70058
70,02013,15.2,56856
71,02016,8.1,74088
72,02020,7.7,76362
73,02050,25.1,42876
74,02060,9.5,65283
75,02068,5.4,68103
76,02070,20.9,47930
77,02090,8.8,67204
78,02100,11.4,55295
79,02105,19.2,42276
80,02110,7.5,83642
81,02122,10.1,61629
82,02130,10.3,62619
83,02150,8.5,64782
84,02164,17.3,43936
85,02170,9.4,72371
86,02180,26.3,46471
87,02185,13.3,74174
88,02188,23.3,54600
89,02195,10.7,58176
90,02198,17.4,48175
91,02220,9.8,66038
92,02230,4.2,63930
93,02240,16.1,54922
94,02261,9.2,63541
95,02270,34.7,31274
96,02275,13.9,49039
97,02282,16.7,56365
98,02290,24.4,35114
99,04000,18.6,48504
100,04001,38.7,30252
101,04003,18.8,45294
102,04005,23.2,48732
103,04007,22.6,39868
104,04009,21.6,43497
105,04011,11.6,54673
106,04012,23.2,33994
107,04013,17.6,52066
108,04015,21.3,38560
109,04017,31.8,37182
110,04019,19.3,43926
111,04021,16.7,49887
112,04023,22.7,35753
113,04025,16.4,40486
114,04027,19.2,40498
115,05000,19.4,40605
116,05001,19.8,38497
117,05003,21.9,36479
118,05005,15.6,36082
119,05007,11.7,56518
120,05009,17.2,38410
121,05011,27,31733
122,05013,18.9,37497
123,05015,22.2,34109
124,05017,32.4,28006
125,05019,22.7,36517
126,05021,20,33488
127,05023,16.3,41612
128,05025,17,42414
129,05027,23.2,36927
130,05029,21.1,38145
131,05031,20,41608
132,05033,19.2,39384
133,05035,23.6,37726
134,05037,20.6,35438
135,05039,21.4,32591
136,05041,34,30241
137,05043,24.8,35249
138,05045,14.9,49936
139,05047,20.7,38874
140,05049,22.9,33439
141,05051,22.1,39057
142,05053,14.2,47089
143,05055,17.7,40840
144,05057,22.9,33715
145,05059,18.5,39927
146,05061,21.5,32740
147,05063,18.4,37761
148,05065,20.8,33308
149,05067,27.5,32923
150,05069,25.8,36169
151,05071,23.4,33634
152,05073,26,30642
153,05075,20.4,34740
154,05077,41.1,27068
155,05079,27.6,36062
156,05081,19.3,36310
157,05083,18.7,34090
158,05085,12.6,55648
159,05087,20.2,36358
160,05089,19,34217
161,05091,21.4,40005
162,05093,25.6,34285
163,05095,28.7,29870
164,05097,22.4,31763
165,05099,21.1,33341
166,05101,23.5,31824
167,05103,27.5,35006
168,05105,17.5,42328
169,05107,36.6,25894
170,05109,21.9,35592
171,05111,24.7,34113
172,05113,24.4,31818
173,05115,20,39704
174,05117,19.6,38921
175,05119,17.3,46526
176,05121,22.6,33148
177,05123,37.3,29011
178,05125,10.3,54921
179,05127,21.2,32404
180,05129,25.9,27299
181,05131,22.1,41685
182,05133,22.2,33698
183,05135,22.8,31224
184,05137,26.2,27522
185,05139,21,38132
186,05141,18.9,35111
187,05143,20.9,43302
188,05145,17.2,43363
189,05147,28,29159
190,05149,19.7,34679
191,06000,16.8,60185
192,06001,13,72128
193,06003,19.7,49392
194,06005,14.3,52357
195,06007,21.4,42395
196,06009,15,52598
197,06011,13,48897
198,06013,10.8,78909
199,06015,23.7,38663
200,06017,11.4,63002
201,06019,28.6,43741
202,06021,19.1,42129
203,06023,21.5,40882
204,06025,22.7,40106
205,06027,15.7,45784
206,06029,22.7,46688
207,06031,21.8,45794
208,06033,23.3,36973
209,06035,19.1,50487
210,06037,19,54443
211,06039,23.4,41223
212,06041,8.7,94347
213,06043,16.4,45251
214,06045,20.9,42001
215,06047,24.8,41003
216,06049,20,37055
217,06051,11.8,55107
218,06053,17.5,55411
219,06055,9.7,68619
220,06057,12.8,55246
221,06059,13.5,73827
222,06061,8.3,73643
223,06063,15.7,47645
224,06065,17.4,53909
225,06067,18.9,52980
226,06069,12.7,66780
227,06071,19.2,52112
228,06073,15.3,61365
229,06075,13.8,76933
230,06077,19.8,51219
231,06079,15,57743
232,06081,8,91061
233,06083,16.2,60803
234,06085,10.5,91843
235,06087,14.9,65282
236,06089,19.7,41236
237,06091,14.5,46449
238,06093,20.4,37108
239,06095,12.9,63398
240,06097,12.4,61020
241,06099,21.8,47808
242,06101,17.2,47903
243,06103,17.9,43459
244,06105,22.1,35708
245,06107,29.6,39657
246,06109,14.6,50774
247,06111,12,76513
248,06113,17.8,55011
249,06115,20.6,41824
250,08000,12.9,58942
251,08001,13.2,54876
252,08003,25.6,37484
253,08005,12.3,61092
254,08007,15.1,44417
255,08009,19.1,35787
256,08011,33,34440
257,08013,13.5,71405
258,08014,6.4,79117
259,08015,13,48012
260,08017,13.1,50379
261,08019,9.1,63489
262,08021,22.9,34923
263,08023,26,28233
264,08025,43.2,31477
265,08027,14.4,47268
266,08029,15.1,41730
267,08031,18.7,51156
268,08033,14,42416
269,08035,3.6,105192
270,08037,9.5,78517
271,08039,6.7,80972
272,08041,11.4,57072
273,08043,19.7,41412
274,08045,12.4,57364
275,08047,8.1,64962
276,08049,11,57312
277,08051,13.7,48391
278,08053,10.6,52188
279,08055,22.8,32418
280,08057,15.7,43549
281,08059,9.1,68161
282,08061,12.9,42378
283,08063,15.1,39633
284,08065,14.7,47547
285,08067,12.4,58675
286,08069,13.8,59337
287,08071,18,38547
288,08073,19.1,41510
289,08075,16.9,43561
290,08077,15.4,48108
291,08079,9.9,50286
292,08081,11.5,58890
293,08083,19.1,43655
294,08085,15.1,43946
295,08087,13.5,46332
296,08089,22.5,36811
297,08091,9.8,58137
298,08093,10.3,57510
299,08095,12.4,46805
300,08097,7.3,71012
301,08099,21.7,38830
302,08101,20.1,41352
303,08103,10.7,59364
304,08105,17.9,39834
305,08107,8.9,63763
306,08109,29.4,35310
307,08111,15.7,41683
308,08113,11.9,53674
309,08115,14.5,39980
310,08117,9.3,63236
311,08119,8.4,62725
312,08121,14,45572
313,08123,13.2,58404
314,08125,13,45487
315,09000,10.7,67262
316,09001,9.6,81816
317,09003,12.1,63491
318,09005,7.2,70519
319,09007,7.3,75335
320,09009,12.8,58672
321,09011,9.4,62638
322,09013,6.4,73660
323,09015,13,55948
324,10000,12.9,58244
325,10001,13.5,53811
326,10003,11.9,63033
327,10005,14.8,50207
328,11000,18.8,66326
329,11001,18.8,66326
330,12000,17.1,46021
331,12001,25.7,39614
332,12003,18.8,46505
333,12005,18,45249
334,12007,21.8,40668
335,12009,15,46677
336,12011,15.2,50343
337,12013,23.8,33977
338,12015,14.4,43611
339,12017,17.3,39285
340,12019,9.9,57991
341,12021,13.4,55584
342,12023,18.8,41722
343,12027,33.9,33198
344,12029,27.1,31649
345,12031,17.1,47876
346,12033,17.6,42742
347,12035,14.5,47872
348,12037,25.9,33471
349,12039,25.3,34348
350,12041,21.9,39854
351,12043,24.1,39003
352,12045,22.4,38880
353,12047,29.2,33836
354,12049,28.8,34884
355,12051,25.1,37085
356,12053,15.6,39280
357,12055,20.1,34054
358,12057,16.8,49510
359,12059,27.5,33220
360,12061,14.1,44326
361,12063,26.3,36332
362,12065,19.6,39494
363,12067,25.2,37120
364,12069,14.5,44244
365,12071,16.3,46605
366,12073,21.7,46975
367,12075,23.6,33193
368,12077,27.7,36561
369,12079,28.9,30391
370,12081,16,48066
371,12083,19.6,38783
372,12085,13.5,51159
373,12086,21,41840
374,12087,16.8,50380
375,12089,13.4,56987
376,12091,13.4,54265
377,12093,25.7,35954
378,12095,18.2,46675
379,12097,20.7,41592
380,12099,15,51768
381,12101,13.5,45454
382,12103,15.1,43773
383,12105,19.3,42447
384,12107,26.9,32852
385,12109,9.6,66312
386,12111,19,42825
387,12113,13.8,54876
388,12115,13,48717
389,12117,12.9,55195
390,12119,12,52670
391,12121,24.6,35666
392,12123,23.9,38370
393,12125,23.8,40841
394,12127,16.6,40908
395,12129,15.9,47430
396,12131,19.3,45357
397,12133,23.4,35671
398,13000,19,47765
399,13001,28.6,36915
400,13003,26,30883
401,13005,22.8,33781
402,13007,27.7,37135
403,13009,31.8,35815
404,13011,17.4,42495
405,13013,14.4,54668
406,13015,19.1,46330
407,13017,31.9,30090
408,13019,24,37903
409,13021,29.2,36816
410,13023,22,40369
411,13025,22.5,36758
412,13027,25.4,34367
413,13029,10.1,66066
414,13031,30.6,36484
415,13033,32,32675
416,13035,22,43330
417,13037,39.1,30727
418,13039,15.6,49098
419,13043,29.1,31427
420,13045,17.9,45493
421,13047,16,50847
422,13049,31.2,35165
423,13051,20.3,45254
424,13053,20.5,46893
425,13055,28.3,34440
426,13057,11,67686
427,13059,37.2,32864
428,13061,35.5,27102
429,13063,25.4,40606
430,13065,33.5,30094
431,13067,13.8,62866
432,13069,28.2,33615
433,13071,25.9,33095
434,13073,8.3,72531
435,13075,25.3,32327
436,13077,13.7,61469
437,13079,21.5,43392
438,13081,30.7,30481
439,13083,16.7,43446
440,13085,15.2,52804
441,13087,26.6,34102
442,13089,19.9,49894
443,13091,25.9,33893
444,13093,30.9,31620
445,13095,31.3,31575
446,13097,17.9,51941
447,13099,27.4,32357
448,13101,28.3,34809
449,13103,11.8,61062
450,13105,23.4,34487
451,13107,34.1,30348
452,13109,27.9,32838
453,13111,22.5,35673
454,13113,7.2,81368
455,13115,22.2,39381
456,13117,7.7,87565
457,13119,20.9,40114
458,13121,18.2,55474
459,13123,25.1,39323
460,13125,19.2,37955
461,13127,20.3,43533
462,13129,18.4,42291
463,13131,25.7,35212
464,13133,23.1,42842
465,13135,13.7,59081
466,13137,21.2,40530
467,13139,20.8,46986
468,13141,38.5,26281
469,13143,22.2,39548
470,13145,10.6,60977
471,13147,20.8,40225
472,13149,20.3,40123
473,13151,11.6,60087
474,13153,15.4,52297
475,13155,26.5,35854
476,13157,14,52385
477,13159,19.7,42343
478,13161,22.7,34481
479,13163,27.5,29152
480,13165,38.3,28445
481,13167,31.3,29565
482,13169,16.3,51650
483,13171,19.7,40915
484,13173,27.2,35101
485,13175,29.1,33974
486,13177,11.6,63272
487,13179,20,40175
488,13181,22.3,35683
489,13183,21.8,41147
490,13185,26.3,37138
491,13187,21.5,42919
492,13189,23.7,37328
493,13191,23.1,36346
494,13193,33.5,28844
495,13195,18.7,43611
496,13197,24.7,34680
497,13199,27.2,34962
498,13201,26,32535
499,13205,32.8,32280
500,13207,13.9,54793
501,13209,25.5,37128
502,13211,17.1,48337
503,13213,21.9,40343
504,13215,22.9,40414
505,13217,15,50862
506,13219,8.6,72478
507,13221,17.6,44026
508,13223,11.6,60008
509,13225,21.1,42602
510,13227,15.1,53332
511,13229,21.8,36214
512,13231,13.8,52393
513,13233,22.5,38730
514,13235,23.5,37012
515,13237,19,42934
516,13239,26.9,29111
517,13241,19.4,38114
518,13243,31.7,28105
519,13245,27.7,36069
520,13247,16.8,50646
521,13249,20.1,38944
522,13251,27.9,35087
523,13253,27.3,34814
524,13255,21.1,39068
525,13257,20.4,36318
526,13259,38.7,28304
527,13261,36.1,32474
528,13263,24.5,33168
529,13265,31,28917
530,13267,28.3,35983
531,13269,29.1,30538
532,13271,32.8,28334
533,13273,30.4,31826
534,13275,20.4,38914
535,13277,31.3,33902
536,13279,28.3,32311
537,13281,18.1,39854
538,13283,30.9,31917
539,13285,23.8,42044
540,13287,30.5,31817
541,13289,22.9,36107
542,13291,16.9,39677
543,13293,22.3,34709
544,13295,17.3,40512
545,13297,14.2,54294
546,13299,27.6,32211
547,13301,27.5,30967
548,13303,26.5,36807
549,13305,25.3,38081
550,13307,23,34374
551,13309,45,30779
552,13311,19,41337
553,13313,19.9,39946
554,13315,33.2,33308
555,13317,24,33662
556,13319,23.6,35745
557,13321,23.1,36616
558,15000,11.2,67798
559,15001,19.5,47377
560,15003,9.6,72649
561,15005,.,.
562,15007,11.8,55844
563,15009,10.7,62277
564,16000,15.6,46621
565,16001,13.6,53420
566,16003,17.3,37630
567,16005,17.7,42665
568,16007,13,45589
569,16009,16.5,39530
570,16011,14.1,47721
571,16013,9.9,67936
572,16015,14.9,48974
573,16017,17,41797
574,16019,12,50559
575,16021,17.8,39681
576,16023,17.1,41739
577,16025,13.1,47911
578,16027,20.1,42237
579,16029,11.1,54579
580,16031,15.3,44160
581,16033,17.5,42940
582,16035,17.8,40068
583,16037,14.3,41522
584,16039,16.6,42680
585,16041,12.3,44790
586,16043,16.7,44130
587,16045,18.4,44173
588,16047,16.3,41310
589,16049,15.8,39434
590,16051,13.1,52950
591,16053,15.3,41595
592,16055,13.3,51681
593,16057,18.1,43699
594,16059,18,38367
595,16061,17,41190
596,16063,15.6,42625
597,16065,29.1,37142
598,16067,14.4,41968
599,16069,13.4,46753
600,16071,13.8,45040
601,16073,18.4,35017
602,16075,17.6,43642
603,16077,17.6,44450
604,16079,19.4,37431
605,16081,12.8,52650
606,16083,16,44602
607,16085,11.7,48879
608,16087,17.9,37539
609,17000,14.6,56212
610,17001,15.9,43604
611,17003,33,30141
612,17005,16,48464
613,17007,10.2,59537
614,17009,16,46522
615,17011,12,49062
616,17013,12,48504
617,17015,14,43643
618,17017,12.9,45257
619,17019,21.6,46917
620,17021,13.1,49391
621,17023,13.7,46287
622,17025,14.2,42369
623,17027,9.5,61843
624,17029,19.8,39353
625,17031,17.8,53795
626,17033,14,47517
627,17035,12.1,47382
628,17037,18.7,54204
629,17039,13.8,53303
630,17041,10.7,49179
631,17043,7,76269
632,17045,18.5,44433
633,17047,12.7,45675
634,17049,11.1,50900
635,17051,16.9,43014
636,17053,11.4,52375
637,17055,20,35681
638,17057,14.8,46342
639,17059,17.1,40349
640,17061,18.3,41588
641,17063,8,68474
642,17065,14.9,42330
643,17067,12.2,47965
644,17069,20.3,36567
645,17071,12.8,45022
646,17073,11.2,52117
647,17075,14,46977
648,17077,29.5,34243
649,17079,10.5,52187
650,17081,18.4,40663
651,17083,10.5,54331
652,17085,10.2,49573
653,17087,17.9,39965
654,17089,10.9,71444
655,17091,16.7,49584
656,17093,5.8,79648
657,17095,19.6,39494
658,17097,9.5,75106
659,17099,13.8,49487
660,17101,18.2,39670
661,17103,12.4,53126
662,17105,12.5,52819
663,17107,13.6,50991
664,17109,21.1,41661
665,17111,7.1,75713
666,17113,13.8,62261
667,17115,18.1,46179
668,17117,13.9,50089
669,17119,13.7,53864
670,17121,19.2,40969
671,17123,10.2,50899
672,17125,14,45563
673,17127,17.5,41373
674,17129,10.8,60151
675,17131,9.7,53626
676,17133,4.9,71604
677,17135,16.1,42614
678,17137,16,48223
679,17139,12.4,47645
680,17141,13,51334
681,17143,17,49827
682,17145,17.6,41931
683,17147,7.2,66279
684,17149,17.3,39430
685,17151,19.9,38676
686,17153,21.5,34828
687,17155,9,58438
688,17157,14.1,44991
689,17159,16.4,41985
690,17161,15.8,48160
691,17163,18.3,48343
692,17165,18.6,39281
693,17167,15.2,55255
694,17169,13.2,49808
695,17171,13.3,46004
696,17173,12.6,50569
697,17175,11,52428
698,17177,18.6,42897
699,17179,8.9,57544
700,17181,16.7,42799
701,17183,19.6,44085
702,17185,14.6,47351
703,17187,15.1,45770
704,17189,9.9,53967
705,17191,17.4,42896
706,17193,15.5,42621
707,17195,12.1,50489
708,17197,8.5,74669
709,17199,16.2,44041
710,17201,16.3,47214
711,17203,7,67036
712,18000,15.8,47508
713,18001,15.5,48001
714,18003,17,45587
715,18005,11.6,54341
716,18007,11.9,49318
717,18009,15.4,39373
718,18011,7.3,68047
719,18013,13.4,51074
720,18015,10.9,52587
721,18017,13.8,41611
722,18019,11.7,50296
723,18021,15,47030
724,18023,14.4,47279
725,18025,19.3,38014
726,18027,13.9,45578
727,18029,10.8,55077
728,18031,12.9,47666
729,18033,12.9,50279
730,18035,23,37116
731,18037,8.9,55606
732,18039,15.5,46123
733,18041,17.3,40212
734,18043,13.1,55844
735,18045,13.8,42732
736,18047,11.4,53538
737,18049,16.3,44337
738,18051,12,48579
739,18053,21.7,39325
740,18055,13.7,43786
741,18057,5.5,84022
742,18059,6.5,67738
743,18061,13,50321
744,18063,6.4,68575
745,18065,17.2,42133
746,18067,15.8,45211
747,18069,13,44828
748,18071,12.9,49614
749,18073,10.7,53757
750,18075,16,41847
751,18077,15.3,44569
752,18079,16.9,44554
753,18081,11.8,58936
754,18083,15.9,44091
755,18085,12.7,51603
756,18087,12.7,51810
757,18089,17.8,48341
758,18091,17,46610
759,18093,12.9,44435
760,18095,19.6,41117
761,18097,21.3,41478
762,18099,13.8,45855
763,18101,14.9,46839
764,18103,17.7,43694
765,18105,24,42404
766,18107,12.5,50889
767,18109,12.7,56491
768,18111,11.4,53715
769,18113,13.6,48789
770,18115,10.5,50518
771,18117,16.8,39411
772,18119,15,42994
773,18121,17.2,41964
774,18123,14.2,45722
775,18125,12.3,45679
776,18127,11.7,64530
777,18129,9.6,58477
778,18131,14.3,44821
779,18133,13.2,51052
780,18135,18.1,41057
781,18137,10.2,47495
782,18139,12.8,46910
783,18141,20.1,40978
784,18143,17,43650
785,18145,12.6,49657
786,18147,10.5,50533
787,18149,19.4,39552
788,18151,12.3,46275
789,18153,18.3,41978
790,18155,19.9,43243
791,18157,19.6,47808
792,18159,10.3,53185
793,18161,13.1,45411
794,18163,18.7,42014
795,18165,13.9,40813
796,18167,23.9,39014
797,18169,14.2,45833
798,18171,9.9,53623
799,18173,7.9,61820
800,18175,15.5,43981
801,18177,23,36623
802,18179,11.8,49452
803,18181,12.4,48581
804,18183,8.9,52673
805,19000,12.6,52286
806,19001,10.1,47905
807,19003,13.2,44004
808,19005,13.9,44673
809,19007,17.2,37683
810,19009,11.2,47227
811,19011,8.8,59179
812,19013,16.7,46281
813,19015,11.3,52578
814,19017,6.5,61665
815,19019,9.2,54383
816,19021,12.5,47514
817,19023,9.3,53920
818,19025,14,47351
819,19027,9.5,51328
820,19029,14.8,45191
821,19031,7.4,58530
822,19033,11.9,46063
823,19035,11.1,51655
824,19037,10.6,50342
825,19039,13.3,42776
826,19041,10.7,51399
